titulo,categoria,descripcion,enlace,imagen,ubicacion,tipo,fecha_extraccion,precio,telefono,detalles
"Colombia, destino de celebraciones",atraccion_turistica,,https://colombia.travel/es/reuniones/blog/colombia-un-destino-para-el-turismo-de-celebraciones,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/boda-en-la-playa.jpg?itok=gstdr7CQ,Colombia,resultado_busqueda,2025-09-01T16:35:11.799752,Consultar,,
La música en Colombia: Un recorrido lleno de sabor y alegría,evento,,https://colombia.travel/es/encanto/tradiciones/la-musica-en-colombia-un-recorrido-lleno-de-sabor-y-alegria,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/PORTADA_1900X880_8.jpg?itok=ursNrcJe,Colombia,resultado_busqueda,2025-09-01T16:35:11.799752,Consultar,,
"Contemplar, Comprender y Conservar: Descubriendo y cuidando a Colombia, el país de la belleza",atraccion_turistica,,https://colombia.travel/es/blog/belleza-colombia-contemplar-comprender-conservar,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/shutterstock_1360354313.jpg?itok=qTl5-ukM,Colombia,resultado_busqueda,2025-09-01T16:35:23.871594,Consultar,,
Descubre los lugares más románticos de Colombia para una escapada en pareja,naturaleza,,https://colombia.travel/es/blog/cultura/los-7-lugares-romanticos-en-colombia,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/Lugares%20roma%CC%81nticos%20Colombia.jpg?itok=aJKLRfVN,Colombia,resultado_busqueda,2025-09-01T16:35:23.871594,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/destinos/huila,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:37:07.529130,Consultar,,
Neiva,destino_principal,Destino turístico en Huila,https://colombia.travel/en/neiva,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/destino/neiva_huila.jpg?itok=sxEwLtb5,Neiva,destino,2025-09-01T16:37:35.261148,Consultar,,
"Visit San Agustín, the Archaeological Capital of Colombia",destino_principal,Destino turístico en Huila,https://colombia.travel/en/visit-san-agustin-archaeological-capital-colombia,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/destino/banner-parque-arqueologico.jpg?itok=HVSrmlD_,San agustín,destino,2025-09-01T16:38:22.629512,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/garzon,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:39:17.845011,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/la-plata,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:39:26.546668,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/isnos,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:39:38.599752,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/saladoblanco,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:39:47.603115,Consultar,,
Página no encontrada,destino_principal,Destino turístico en Huila,https://colombia.travel/es/tesalia,https://colombia.travel/sites/default/files/styles/imagen_650x450_escala_y_recorte/public/que-hacer_0.jpg?itok=VkSRohJl,Huila,destino,2025-09-01T16:39:57.050566,Consultar,,
Turismo alternativo en La Candelaria: descubre un lado diferente de Bogotá,cultura,,https://colombia.travel/es/blog/cultura/que-hacer-en-bogota-la-candelaria,https://colombia.travel/sites/default/files/styles/imagen_350x350/public/banner-calles-de-la-candelaria.jpg?itok=I8yewsUn,Huila,resultado_busqueda,2025-09-01T16:40:48.063154,Consultar,,
Ferias y fiestas en Nuquí,cultura,,https://colombia.travel/es/encanto/ferias-y-fiestas-en-nuqui-destinos-ocultos,https://colombia.travel/sites/default/files/styles/imagen_350x350/public/ballena-nuqui.jpg?itok=CTAtrZKx,Huila,resultado_busqueda,2025-09-01T16:40:48.064152,Consultar,,
Planes en Nuquí: 10 platos en la gastronomía chocoana,cultura,,https://colombia.travel/es/blog/planes-en-nuqui-10-platos-en-la-gastronomia-chocoana-destinos-ocultos,https://colombia.travel/sites/default/files/styles/imagen_350x350/public/Planes%20en%20Nuqui%CC%81%20%E2%80%93%201.jpg?itok=qCVSSlaF,Huila,resultado_busqueda,2025-09-01T16:40:48.064152,Consultar,,
3 Destinos para hacer turismo astronómico en Colombia,atraccion_turistica,,https://colombia.travel/es/blog/3-destinos-en-colombia-para-hacer-turismo-astronomico,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/desierto_tatacoa%20%E2%80%93%201_1.png?itok=f1FSt9wo,Colombia,resultado_busqueda,2025-09-01T16:42:41.530700,Consultar,,
Descubre las mejores experiencias que podrás vivir en tus viajes a Colombia,atraccion_turistica,,https://colombia.travel/es/blog/descubre-las-mejores-experiencias-que-podras-vivir-en-tus-viajes-colombia,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/Portada.png?itok=yZkvHJY9,Colombia,resultado_busqueda,2025-09-01T16:42:41.531699,Consultar,,
5 formas de viajar por Colombia de una forma diferente,atraccion_turistica,,https://colombia.travel/es/blog/5-formas-de-viajar-por-colombia-de-una-forma-diferente,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/viajar_por_colombia.jpg?itok=nnjKJ5ya,Colombia,resultado_busqueda,2025-09-01T16:42:41.532701,Consultar,,
Festival Internacional de Cine de Cartagena – FICCI,evento,,https://colombia.travel/es/vacacional/ferias-y-fiestas/festival-internacional-de-cine-de-cartagena-ficci,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/eventos/silla-de-cineasta-en-las-calles.jpeg?itok=d4-eXMva,Huila,resultado_busqueda,2025-09-01T16:42:41.533668,Consultar,,
10 paraísos de Colombia para los recién casados LGBT,atraccion_turistica,,https://colombia.travel/es/blog/10-paraisos-de-colombia-para-los-recien-casados-lgbt,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/recien_casados_lgbt_0.jpg?itok=9jKwvUuJ,Colombia,resultado_busqueda,2025-09-01T16:43:14.874278,Consultar,,
Colombia: cultura y diversidad que hace bailar al mundo,naturaleza,,https://colombia.travel/es/blog/colombia-cultura-y-diversidad-que-hace-bailar-al-mundo,https://colombia.travel/sites/default/files/styles/imagen_300x300_/public/Colombia_-cultura-y-diversidad-que-hace-bailar-al-mundoJPG.jpg?itok=Eb0hpoAU,Colombia,resultado_busqueda,2025-09-01T16:43:14.875278,Consultar,,
